doi,title,publication_date,subjects,abstract
10.1186/s13677-023-00397-8,Enriching computing simulators by generating realistic serverless traces,2023-03-11,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","Serverless computing is stepping forward to provide a cloud environment that mainly focuses on managing infrastructure, resources and configurations on the behalf of a user. Research in this field can’t rely on commercial providers such as AWS and Azure, as their inflexibility and cost often limits the required levels of reproducibility and scalability. Therefore, simulators have been opted as an alternative solution by the research community. They offer a reduced-cost and easy-setup environment. To get respectable precision, simulators use real traces collected and offered by commercial providers. These traces represent comprehensive information of executed tasks that reflect user behaviour. Due to serverless computing’s recency, typical workload traces employed by IaaS simulators are not well adoptable to the new computing model. In this paper, we propose an approach for generating realistic serverless traces. We enhance our previous generator approach that was based on the Azure Functions dataset. Our new, genetic algorithm based approach improves the statistical properties of the generated traces. We also enabled arbitrary scaling of the workload, while maintaining real users’ behaviour. These advances further support reproducibility in the serverless research community. We validated the results of our generator approach using the coefficient of determination ( $$R^2$$ R 2 ), which shows that our generated workload closely matches the original dataset’s characteristics in terms of execution time, memory utilisation as well as user participation percentage. To demonstrate the benefits of the reusability of the generated traces, we applied them with a diverse set of simulators and shown that they offer reproducible results independently of the simulator used."
10.1186/s13677-023-00395-w,Cost-based hierarchy genetic algorithm for service scheduling in robot cloud platform,2023-03-09,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","Service robot cloud platform is effective method to improve the intelligence of robots. An efficient cloud service scheduling algorithm is the basis of ensuring service quality and platform concurrency. In this paper, Hierarchy Genetic Algorithm of robot service(RHGA) is presented to solve the scheduling problem with the crucial constraints. Firstly, the limitations and attributes of the cloud service robots and cloud services are presented and boiled down to an important optimization goal. Secondly, three factors (i.e. evolutionary factor, hunting factor and parent similarity) are integrated with RHGA to promote the efficiency of small-scale service invocations and improve the performance of large-scale service invocations on the platform. Finally, a series of experiments are conducted on several service scheduling algorithms, including four traditional efficient algorithms and two state-of-art algorithms. The experimental results demonstrate that the RHGA can enhance the performance on small-scale service scheduling and ensure its excellent ability in large-scale service scheduling. Moreover, the empirical studies also prove that our proposal has a better performance in service scheduling completion time and cost-savings with comparison to other methods."
10.1186/s13677-023-00415-9,Cross-domain coordination of resource allocation and route planning for the edge computing-enabled multi-connected vehicles,2023-03-08,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","Multi-access edge computing (MEC) has unique interests in processing intensive and delay-critical computation tasks for vehicular application through computation offloading. However, due to the spatial inhomogeneity and dynamic mobility of connected vehicles (CVs), the edge servers (ESs) must dynamically adjust their resource allocation schemes to effectively provide computation offloading services for CVs. In this case, we propose a MEC framework supporting the collaboration of CVs, and incorporate digital twins (DTs) into wireless network to mitigate the unreliable long-distance communication between CVs and ESs. To solve the contradiction between the task change requirements of CVs and ES resources, we proactively balance the computation resources load of ESs by appropriately cooperative route planning of CVs, and achieve cross-domain load balancing between traffic flow and edge cloud resources domains. Furthermore, we jointly formulate route planning and resource allocation to balance the travel and service time delay by considering the mobility of CVs, distributed resources of ESs and the deadline sensitive vehicular tasks comprehensively. Besides, considering the coupled relationship between route planning and resource allocation, an alternating optimization algorithm is proposed to solve the formulated problem. we decompose it into two sub-problems. Firstly, a reinforcement learning method is used to optimize the route planning of CVs with fixed resource allocation. Then, an online learning and iterative algorithm is used to optimize the resource allocation strategy of edge cloud with fixed route selection. In order to demonstrate that our suggested scheme is more effective than other comparison schemes, a comprehensive series of experiments are conducted."
10.1186/s13677-022-00378-3,SeisDeNet: an intelligent seismic data Denoising network for the internet of things,2023-03-08,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","Deep learning (DL) has attracted tremendous interest in various fields in last few years. Convolutional neural networks (CNNs) based DL architectures have been successfully applied in computer vision, medical image processing, remote sensing, and many other fields. A recent work has proved that CNNs based models can also be used to handle geophysical problems. Due to noises in seismic signals acquired by geophone equipment this kind of important multimedia resources cannot be effectively utilized in practice. To this end, from the perspective of seismic exploration informatization, this paper takes informatization data in seismic signal acquisition and energy exploration field using cutting-edge technologies such as Internet of things and cloud computing as the research object, presenting a novel CNNs based seismic data denoising (SeisDeNet) architecture is suggested. Firstly, a multi-scale residual dense (MSRD) block is built to leverage the characteristics of seismic data. Then, a deep MSRD network (MSRDN) is proposed to restore the noisy seismic data in a coarse-to-fine manner by using cascading MSRDs. Additionally, the denoising problem is formulated into predicting transform-domain coefficients, by which noises can be further removed by MSRDNs while richer structure details are preserved comparing with the results in spatial domain. By using synthetic seismic records, public SEG and EAGE salt and overthrust seismic model and real field seismic data, the proposed method is qualitatively and quantitatively compared with other leading edge schemes to evaluate it performance, and some results shows that the proposed scheme can produce data with higher quality evaluation while maintaining far more useful data comparing with other schemes. The feasibility of this approach is confirmed by the denoising results, and this approach is shown to be promising in suppressing the seismic noise automatically."
10.1186/s13677-023-00407-9,A lightweight convolutional neural network based on dense connection for open-pit coal mine service identification using the edge-cloud architecture,2023-03-07,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","Remote sensing is an important technical tool for rapid detection of illegal mining behavior. Due to the complex features of open-pit coal mines, there are few studies about automatic extraction of open-pit coal mines. Based on Convolutional Neural Network and Dense Block, we propose a lightweight densely connected network-AD-Net for the extraction of open-pit coal mining areas from Sentinel-2 remote sensing images, and construct three sample libraries of open-pit coal mining areas in north-central Xinzhou City, Shanxi Province. The AD-Net model consists of two convolutional layers, two pooling layers, a channel attention module, and a Dense Block. The two convolutional layers greatly reduce the complexity of the model, and the Dense Block enhances the feature propagation while reducing the parameter computation. The application is designed in different modules that runs independently on different machines and communicate with each other. Furthermore, we create and build a unique remote sensing image service system that connects a remote datacentre and its associated edge networks, employing the edge-cloud architecture. While the datacentre acts as the cloud platform and is in charge of storing and processing the original remote sensing images, the edge network is largely utilised for caching, predicting, and disseminating the processed images. First, we find out the optimal optimizer and the optimal size of the input image by extensive experiments, and then we compare the extraction effect of AD-Net with AlexNet, VGG-16, GoogLeNet, Xception, ResNet50, and DenseNet121 models in the study area. The experimental results show that the combination of NIR, red, green, and blue band synthesis is more suitable for the extraction of the open-pit coal mine, and the OA and Kappa of AD-Net reach 0.959 and 0.918 respectively, which is better than other models and well balances the classification accuracy and running speed. With this design of edge-cloud, the proposed system not only evenly distributes the strain of processing activities across the edges but also achieves data efficiency among them, reducing the cost of data transmission and improving the latency."
10.1186/s13677-023-00410-0,FSPLO: a fast sensor placement location optimization method for cloud-aided inspection of smart buildings,2023-03-06,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","With the awakening of health awareness, people are raising a series of health-related requirements for the buildings they live in, with a view to improving their living conditions. In this context, BIM (Building Information Modeling) makes full use of cutting-edge theories and technologies in many domains such as health, environment, and information technology to provide a new way for engineers to design and build various healthy and green buildings. Specifically, sensors are playing an important role in achieving smart building goals by monitoring the surroundings of buildings, objects and people with the help of cloud computing technology. In addition, it is necessary to quickly determine the optimal sensor placement to save energy and minimize the number of sensors for a building, which is a de-trial task for the cloud platform due to the limited number of sensors available and massive candidate locations for each sensor. In this paper, we propose a Fast Sensor Placement Location Optimization approach (FSPLO) to solve the BIM problem in cloud-aided smart buildings. In particular, we quickly filter out the repeated candidate locations of sensors in FSPLO using Locality Sensitive Hashing (LSH) techniques to maintain only a small number of optimized locations for deploying sensors around buildings. In this way, we can significantly reduce the number of sensors used for health and green buildings. Finally, a set of simulation experiments demonstrates the excellent performance of our proposed FSPLO method."
10.1186/s13677-023-00402-0,A fine-grained task scheduling mechanism for digital economy services based on intelligent edge and cloud computing,2023-03-04,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","Digital economy is regarded countries as an inevitable choice to promote economic growth and provides new opportunities and new paths for the high-quality development of economy. For the Chinese market, the strong base behind cloud computing is the unstoppable development trend of the digital economy. In digital economy, the cloud as infrastructure becomes the base of the pyramid to build the digital economy. To relieve the pressure on the servers of the digital economy and develop a reasonable scheduling scheme, this paper proposes a fine-grained task scheduling method for cloud and edge computing based on a hybrid ant colony optimization algorithm. The edge computing task scheduling problem is described, and assumptions are set to simplify the difficulty of a scheduling solution. The multi-objective function is solved by using a hybrid ant colony optimization algorithm which solves computational problems by finding the optimal solution with the help of graphs. Ant colony optimization algorithm is easy to use and effective in scheduling problems. The proposed scheduling model includes an end-device layer and an edge layer. A terminal device layer consists of devices used by the clients that may generate computationally intensive tasks and are sometime uncapable to complete the tasks. The proposed scheduling policy migrates these tasks to a suitable place where they can be completed while meeting the latency requirements. The CPUs of the idle users on the end-device layer are used for other CPU-overloaded terminals. The simulation results, in terms of energy consumptions, and task scheduling delays, show that the task scheduling performance is better under the application of this method and the obtained scheduling scheme is more reasonable."
10.1186/s13677-023-00399-6,A big data study of language use and impact in radio broadcasting in China,2023-03-03,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","Broadcasting more educating and language-reviving contents are ways radio stations can help revitalize the use of the English language in the Hunan province of China. The challenges faced in communicating in English in Chinese radio stations are majorly caused by the lack of language professionals and linguists in the broadcast stations. The absence of these professionals is a major constraint to the development of the community. The broadcast media can help manage multilingualism through the introduction of new words which would give little or no room for lexicon dearth but would expand the language lexicon. Using the English language during broadcast reduces language dearth, and helps reach a much larger audience, even those not in China. Programmes anchored in English in places where the language is barely spoken enhances the vocabulary, comprehension and language vitality of the listeners. This study examined the impact of the English language used in radio broadcasting using a descriptive Big Data survey research design. The study’s population comprises of the inhabitants of the Hunan province in China, from which a sample of 50 broadcast staff and 150 regular inhabitants was drawn using a stratified random sampling technique. The instrument of data collection was a structured questionnaire with closed questions and a self-structured interview. The sample employed frequency distribution tables, percentages, and charts in the presentation and analysis of data. The results revealed that majority of the respondents in Hunan listened to radio broadcast indicating that the use of English language can have massive impact on the people. The study also found that majority of the respondents use their indigenous languages in their day-to-day activities as well as their schools with English being used majorly only in schools with only English-speaking students. The study recommends, amongst others, that the Broadcasting Corporation of China (BCC) review their policy on the allocated time of broadcast in English languages, and that more English language experts and linguists should be incorporated into the broadcast system."
10.1186/s13677-023-00404-y,A privacy protection approach in edge-computing based on maximized dnn partition strategy with energy saving,2023-03-03,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","With the development of deep neural network (DNN) techniques, applications of DNNs show state-of-art performance. In the cloud edge collaborative mode, edge devices upload the raw data, such as texts, images, and videos, to the cloud for processing. Then, the cloud returns prediction or classification results. Although edge devices take advantage of the powerful performance of DNN, there are also colossal privacy protection risks. DNN partition strategy can effectively solve the privacy problems by offload part of the DNN model to the edge, in which the encoded features are transmitted rather than original data. We explore the relationship between privacy and the intermedia result of the DNN. The more parts offloaded to the edge, the more abstract features we can have, indicating more conducive to privacy protection. We propose a privacy protection approach based on a maximum DNN partition strategy. Besides, a mix-precision quantization approach is adopted to reduce the energy use of edge devices. The experiments show that our method manages to increase at most 20% model privacy in various DNN architecture. Through the energy-aware mixed-precision quantization approach, the model’s energy consumption is reduced by at most 5x comparing to the typical edge-cloud solution."
10.1186/s13677-023-00406-w,OpenStackDP: a scalable network security framework for SDN-based OpenStack cloud infrastructure,2023-02-28,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","Network Intrusion Detection Systems (NIDS) and firewalls are the de facto solutions in the modern cloud to detect cyberattacks and minimize potential hazards for tenant networks. Most of the existing firewalls, perimeter security, and middlebox solutions are built on static rules/signatures or simple rule matching, making them inflexible, susceptible to bugs, and difficult to introduce new services. This paper aims to improve network management in OpenStack Clouds by taking advantage of the combination of software-defined networking (SDN), Network Function Virtualization (NFV), and machine learning/artificial intelligence (ML/AI) and for making networks more predictable, reliable, and secure. Artificial intelligence is being used to monitor the behavior of the virtual machines and applications running in the OpenStack SDN cloud so that when any issues or degradations are noticed, the decision can be quickly made on how to handle that issue, being able to analyze data in motion, starting at the edge. The OpenStackDP framework comprises lightweight monitoring, anomaly-detecting intelligent sensors embedded in the data plane, a threat analytics engine based on ML/AI algorithms running inside switch hardware/network co-processor, and defensive actions deployed as virtual network functions (VNFs). This network data plane-based architecture makes high-speed threat detection and rapid response possible and enables a much higher degree of security. We have built the framework with advanced streaming analytics technologies, algorithms, and machine learning to draw knowledge from this data that is in motion before the malicious traffic goes to the tenant compute nodes or long-term data store. Cloud providers and users will benefit from improved Quality-of-Services (QoS) and faster recovery from cyber-attacks and compromised switches. The multi-phase collaborative anomaly detection scheme demonstrates an accuracy of 99.81%, average latencies of 0.27 ms, and response speed within 9 s. The simulations and analysis show that the OpenStackDP network analytics framework substantially secures and outperforms prior SDN-based OpenStack solutions for Cloud architectures."
10.1186/s13677-023-00405-x,Memory sharing for handling memory overload on physical machines in cloud data centers,2023-02-28,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","Over-committing computing resources is a widely adopted strategy for increased cluster utilization in Infrastructure as a Service (IaaS) cloud data centers. A potential consequence of over-committing computing resources is memory overload of physical machines (PMs). Memory overload occurs if memory usage exceeds a defined alarm threshold, exposing running computation tasks at a risk of being terminated by the operating system. A prevailing measure to handle memory overload of a PM is live migration of virtual machines (VMs). However, this not only consumes network bandwidth, CPU, and other resources, but also compels a temporary unavailability of the VMs being migrated. To handle memory overload, we present a memory sharing system in this paper for PMs in cloud data centers. With memory sharing, a PM automatically borrows memory from a remote PM when necessary, and releases the borrowed memory when memory overload disappears. This is implemented through swapping inactive memory pages to remote memory resource. Experimental studies conducted on InfiniBand-networked PMs show that the memory sharing system is fully functional. The measured throughput and latency are around 929 Mbps and 1.3 $$\mu$$ μ s, respectively, on average for remote memory access. They are similar to those from accessing a local-volatile memory express solid-state drive, and thus are promising in real applications."
10.1186/s13677-023-00403-z,DU-Net-Cloud: a smart cloud-edge application with an attention mechanism and U-Net for remote sensing images and processing,2023-02-27,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","In recent ages, the use of deep learning approaches to extract ground object information from remote sensing high-resolution images has attracted extensive attention in many fields. Nevertheless, due to the high similarity of features between roads, prevailing deep learning semantic segmentation networks commonly demonstrate reduced continuity in road segmentation. Besides this, the role of advanced computing technologies including cloud and edge infrastructures has also become very important due to large number of images and their storage requirements. In order to better study the road details in images related to remote sensing, this paper suggests a road extraction technique which is basically founded on Dimensional U-Net (DU-Net) network. At the deepening level of the U-Net network, a parallel attention mechanism, known as ProCBAM, is added and implemented to the feature transmission step of the classical U-Net network. Moreover, we use and implement the edge-cloud architecture to develop and construct a unique remote sensing image service system that integrates several datacenters and their related edge infrastructure. In the proposed system, the edge network is primarily used for caching and distributing the processed remote sensing images, while the remote datacenter serves as the cloud platform and is responsible for the storage and processing of original remote sensing images. The results show that the proposed cloud enabled DU-Net model has achieved good performance in road segmentation. We observed that it can achieve improved road segmentation and resolve the issue of reduced continuity of road segmentation when compared with other state-of-the-art learning networks. Moreover, our empirical evaluations suggest that the proposed system not only distributes the workload of processing tasks across the edges but also achieves data efficiency among them, which enhances image processing efficiency and reduces data transmission costs."
10.1186/s13677-023-00401-1,Improved wild horse optimization with levy flight algorithm for effective task scheduling in cloud computing,2023-02-21,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","Cloud Computing, the efficiency of task scheduling is proportional to the effectiveness of users. The improved scheduling efficiency algorithm (also known as the improved Wild Horse Optimization, or IWHO) is proposed to address the problems of lengthy scheduling time, high-cost consumption, and high virtual machine load in cloud computing task scheduling. First, a cloud computing task scheduling and distribution model is built, with time, cost, and virtual machines as the primary factors. Second, a feasible plan for each whale individual corresponding to cloud computing task scheduling is to find the best whale individual, which is the best feasible plan; to better find the optimal individual, we use the inertial weight strategy for the Improved whale optimization algorithm to improve the local search ability and effectively prevent the algorithm from reaching premature convergence. To deliver services and access to shared resources, Cloud Computing (CC) employs a cloud service provider (CSP). In a CC context, task scheduling has a significant impact on resource utilization and overall system performance. It is a Nondeterministic Polynomial (NP)-hard problem that is solved using metaheuristic optimization techniques to improve the effectiveness of job scheduling in a CC environment. This incentive is used in this study to provide the Improved Wild Horse Optimization with Levy Flight Algorithm for Task Scheduling in cloud computing (IWHOLF-TSC) approach, which is an improved wild horse optimization with levy flight algorithm for cloud task scheduling. Task scheduling can be addressed in the cloud computing environment by utilizing some form of symmetry, which can achieve better resource optimization, such as load balancing and energy efficiency. The proposed IWHOLF-TSC technique constructs a multi-objective fitness function by reducing Makespan and maximizing resource utilization in the CC platform. The IWHOLF-TSC technique proposed combines the wild horse optimization (WHO) algorithm and the Levy flight theory (LF). The WHO algorithm is inspired by the social behaviours of wild horses. The IWHOLF-TSC approach's performance can be validated, and the results evaluated using a variety of methods. The simulation results revealed that the IWHOLF-TSC technique outperformed others in a variety of situations."
10.1186/s13677-023-00389-8,Model-based cloud service deployment optimisation method for minimisation of application service operational cost,2023-02-18,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","Many currently existing cloud cost optimisation solutions are aimed at cloud infrastructure providers, and they often deal only with specific types of application services. Unlike infrastructure providers, the providers of cloud applications are often left without a suitable cost optimisation solution, especially concerning the wide range of different application types. This paper presents an approach that aims to provide an optimisation solution for the providers of applications hosted in the cloud environments, applicable at the early phase of a cloud application lifecycle and for a wide range of application services. The focus of this research is the development of the method for identifying optimised service deployment option in available cloud environments based on the model of the service and its context, intending to minimise the operational cost of the cloud service while fulfilling the requirements defined by the service level agreement. A cloud application context metamodel is proposed that includes parameters related to both the application service and the cloud infrastructure relevant for the cost and quality of service. By using the proposed optimisation method, knowledge is gained about the effects of the cloud application context parameters on the service cost and quality of service, which is then used to determine the optimal service deployment option. The service models are validated using cloud applications deployed in laboratory conditions, and the optimisation method is validated using the simulations based on the proposed cloud application context metamodel. The experimental results based on two cloud application services demonstrate the ability of the proposed approach to provide relevant information about the impact of cloud application context parameters on service cost and quality of service and use this information for reducing service operational cost while preserving the acceptable service quality level. The results indicate the applicability and relevance of the proposed approach for cloud applications in the early service lifecycle phase since application providers can gain valuable insights regarding service deployment decision without acquiring extensive datasets for the analysis."
10.1186/s13677-022-00382-7,A bidirectional DNN partition mechanism for efficient pipeline parallel training in cloud,2023-02-16,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","Recently, deep neural networks (DNNs) have shown great promise in many fields while their parameter sizes are rapidly expanding. To break through the computation and memory limitation of a single machine, pipeline model parallelism is proposed for large-scale DNN training by fully utilizing the computation and storage power of the distributed cluster. Cloud data centers can also provide sufficient computing, storage and bandwidth resources. However, most existing approaches apply layer-wise partitioning, which is difficult to obtain an even model partition result because of the large computational overhead discrepancy between DNN layers, resulting in degraded efficiency. To tackle this issue, we propose “Bi-Partition”, a novel partitioning method based on bidirectional partitioning for forward propagation (FP) and backward propagation (BP), which improves the efficiency of the pipeline model parallelism system. By deliberated designing distinct cut positions for FP and BP of DNN training, workers in the pipeline get nearly equal computational loads, and the balanced pipeline fully utilizes the computing resources. Experiments on various DNN models and datasets validate the efficiency of our mechanism, e.g., the training efficiency achieving up to 1.9 $$\times$$ × faster than the state-of-the-art method PipeDream."
10.1186/s13677-022-00379-2,A new dynamic security defense system based on TCP_REPAIR and deep learning,2023-02-14,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","Honeypot is an active defense mechanism, which attracts attackers to interact with virtual resources in the honeypot mainly by simulating real working scenarios and deploying decoy targets, so as to prevent real resources from being damaged and collect attackers’ attack processes and analyze potential system vulnerabilities to proactively respond to similar attacks. Because of the existing honeypot system has defects such as the inability to deploy specific honeypots to induce attacks based on complex attacks, the inability to select the best honeypot for dynamic response based on honeypot deployment and maintenance costs during attack interactions, and insufficient ability to identify variants of known attack methods. Although hybrid honeypots can solve some of these problems by deploying low-interaction honeypots and high-interaction honeypots, they cannot really be applied to real production scenarios because of their slow TCP connection switching speed and inability to efficiently identify encrypted malicious traffic. In this paper, we propose a new dynamic security defense system based on the combination of TCP_REPAIR-based dynamic honeypot selection architecture and a deep learning-based intelligent firewall. The system accurately distributes encrypted or non-encrypted attack traffic and its variants through the intelligent firewall. The normal traffic is sent to the actual system, and the marked malicious traffic dynamically selects honeypots to respond according to the attack process.The experimental result indicated that the system can select honeypots for targeted responses according to the actual network situation quickly and dynamically and covertly, effectively improving the utilization rate of honeypot clusters as well as the ability to decoy."
10.1186/s13677-023-00398-7,A microservice regression testing selection approach based on belief propagation,2023-02-13,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","Regression testing is required to assure the quality of each iteration of microservice systems. Test case selection is one of main techniques to optimize regression testing. Existing techniques mainly involve artifacts acquisition, processing and maintenance, thus hard to apply in microservice regression testing since it is difficult to obtain and process required artifacts from multiple development teams, which is normal in cases of microservice systems. This paper proposes a novel approach, namely MRTS-BP, which takes API gateway logs instead of artifacts as inputs. By mining service dependencies from API gateway logs, MRTS-BP analyzes service change impacts based on a propagation calculation, and selects test cases affected by changes based on impact degree values. To evaluate the effectiveness of MRTS-BP, empirical studies based on four real deployed systems are presented. Retest-all strategy and a regression testing selection approach based on control flow graphs called RTS-CFG are compared with MRTS-BP. The results show that, MRTS-BP can significantly reduce both the number of test cases and overall time cost while maintaining the fault detection capability of selected test suite, and that MRTS-BP can save more time cost than RTS-CFG with the similar safety and precision."
10.1186/s13677-023-00400-2,Efficiency and optimization of government service resource allocation in a cloud computing environment,2023-02-10,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","According to the connotation and structure of government service resources, data of government service resources in L city from 2019 to 2021 are used to calculate the efficiency of government service resource allocation in each county and region in different periods, particularly by adding the government cloud platform and cloud computing resources to the government service resource data and applying the data envelopment analysis (DEA) method, which has practical significance for the development and innovation of government services. On this basis, patterns and evolutionary trends of government service resource allocation efficiency in each region during the study period are analyzed and discussed. Results are as follows. i ) Overall efficiency level in the allocation of government service resources in L city is not high, showing an increasing annual trend among the high and low staggering. ii ) Relative difference of allocation efficiency of government service resources is a common phenomenon of regional development, the existence and evolution of which are the direct or indirect influence and reflection of various aspects, such as economic strength and reform effort. iii ) Data analysis for the specific points indicates that increased input does not necessarily lead to increased efficiency, some indicators have insufficient input or redundant output. Therefore, optimization of the physical, human, and financial resource allocation methods; and the intelligent online processing of government services achieved by the adoption of government cloud platform and cloud computing resources are the current objective choices to realize maximum efficiency in the allocation of government service resources."
10.1186/s13677-023-00394-x,Privacy-preserving cloud-edge collaborative learning without trusted third-party coordinator,2023-02-10,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","Cloud-edge collaborative learning has received considerable attention recently, which is an emerging distributed machine learning (ML) architecture for improving the performance of model training among cloud center and edge nodes. However, existing cloud-edge collaborative learning schemes cannot efficiently train high-performance models on large-scale sparse samples, and have the potential risk of revealing the privacy of sensitive data. In this paper, adopting homomorphic encryption (HE) cryptographic technique, we present a privacy-preserving cloud-edge collaborative learning over vertically partitioned data, which allows cloud center and edge node to securely train a shared model without a third-party coordinator, and thus greatly reduces the system complexity. Furthermore, the proposed scheme adopts the batching technique and single instruction multiple data (SIMD) to achieve parallel processing. Finally, the evaluation results show that the proposed scheme improves the model performance and reduces the training time compared with the existing methods; the security analysis indicates that our scheme can guarantee the security in semi-honest model."
10.1186/s13677-023-00391-0,QoS prediction in intelligent edge computing based on feature learning,2023-02-04,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","With the development of 5G and 6G, more computing and network resources on edge nodes are deployed close to the terminal. Meanwhile, the number of smart devices and intelligent services has grown significantly, which makes it difficult for users to choose a suitable service. The rich contextual information plays an important role in the prediction of service quality. In this paper, we propose a quality of service(QoS) prediction approach based on feature learning, the contextual information represented as the explicit features and underlying relationship hidden in the implicit features are fully considered. Then, the multi-head self-attention mechanism is used in the interacting layer to determine which features should be combined to form meaningful high-order features interaction. We have implemented our proposed approach with experiments based on real-world datasets. Experimental results show that our approach achieved a better performance of service QoS prediction in an intelligent edge computing environment for future communication."
10.1186/s13677-023-00393-y,Correction: Can cloudlet coordination support cloud computing infrastructure?,2023-02-03,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems",
10.1186/s13677-022-00374-7,"Task scheduling in cloud environment: optimization, security prioritization and processor selection schemes",2023-01-27,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","Cloud computing is an extremely important infrastructure used to perform tasks over processing units. Despite its numerous benefits, a cloud platform has several challenges preventing it from carrying out an efficient workflow submission. One of these is linked to task scheduling. An optimization problem related to this is the maximal determination of cloud computing scheduling criteria. Existing methods have been unable to find the quality of service (QoS) limits of users- like meeting the economic restrictions and reduction of the makespan. Of all these methods, the Heterogeneous Earliest Finish Time (HEFT) algorithm produces the maximum outcomes for scheduling tasks in a heterogeneous environment in a reduced time. Reviewed literature proves that HEFT is efficient in terms of execution time and quality of schedule. The HEFT algorithm makes use of average communication and computation costs as weights in the DAG. In some cases, however, the average cost of computation and selecting the first empty slot may not be enough for a good solution to be produced. In this paper, we propose different HEFT algorithm versions altered to produce improved results. In the first stage (rank generation), we execute several methodologies to calculate the ranks, and in the second stage, we alter how the empty slots are selected for the task scheduling. These alterations do not add any cost to the primary HEFT algorithm, and reduce the makespan of the virtual machines’ workflow submissions. Our findings suggest that the altered versions of the HEFT algorithm have a better performance than the basic HEFT algorithm regarding decreased schedule length of the workflow problems. "
